split,seq_id,frame_idx,active_points_forward_sensor,road_count,marking_count,other_count,ignored_count,raw_8_count,raw_9_count,raw_10_count
training,084,1,58976,31036,1815,26067,58,976,423,416
training,084,2,59070,31192,1585,26243,50,647,525,413
training,084,3,59258,31209,1251,26735,63,216,636,399
training,084,4,60516,30474,1476,28503,63,148,852,476
training,084,5,59501,29609,1653,28183,56,78,1123,452
training,084,6,59765,30247,898,28561,59,90,474,334
training,084,7,57733,29873,596,27177,87,117,0,479
training,084,8,58039,30011,619,27313,96,121,0,498
training,084,9,58771,30177,673,27708,213,146,0,527
training,084,10,56728,30266,740,25507,215,143,0,597
training,084,11,56420,30302,808,25022,288,164,0,644
training,084,12,57714,30087,789,26376,462,192,0,597
training,084,13,56639,30396,1009,24931,303,190,0,819
training,084,14,57544,30978,1104,25394,68,221,0,883
training,084,15,59097,31371,1190,26461,75,254,0,936
training,084,16,58592,31512,1297,25689,94,268,0,1029
training,084,17,59366,31569,1594,26149,54,325,0,1269
training,084,18,61204,31338,1948,27867,51,359,0,1589
training,084,19,60269,30516,2256,27446,51,389,0,1867
training,084,20,61083,29077,2943,29018,45,463,0,2480
training,084,21,62822,27906,3841,31038,37,549,0,3292
training,084,22,62017,29450,2038,30483,46,583,0,1455
training,084,23,62877,29116,2717,30986,58,856,0,1861
training,084,24,63915,30991,989,31888,47,928,0,61
training,084,25,62332,31674,737,29868,53,698,0,39
training,084,26,62739,31482,1006,30195,56,991,0,15
training,084,27,63916,31491,647,31729,49,620,0,27
training,084,28,62289,31015,822,30397,55,795,0,27
training,084,29,62298,31602,480,30160,56,438,0,42
training,084,30,63454,31995,557,30842,60,508,0,49
training,084,31,62628,32716,680,29172,60,637,0,43
training,084,32,63337,33082,1002,29192,61,969,0,33
training,084,33,64354,33204,785,30328,37,753,0,32
training,084,34,62801,33142,544,29077,38,506,0,38
training,084,35,62977,32844,640,29455,38,594,0,46
training,084,36,64685,32627,817,31203,38,771,0,46
training,084,37,63457,32552,910,29944,51,848,0,62
training,084,38,63847,32585,511,30705,46,443,0,68
training,084,39,65085,31689,619,32746,31,544,0,75
training,084,40,63386,29818,873,32655,40,787,0,86
training,084,41,65477,30580,505,34341,51,404,0,101
training,084,42,64397,31127,587,32642,41,464,0,123
training,084,43,64397,31270,731,32352,44,582,0,149
training,084,44,64992,30788,1011,33138,55,828,0,183
training,084,45,62632,30742,596,31247,47,405,0,191
training,084,46,62090,30687,433,30917,53,358,0,75
training,084,47,63114,30550,482,32039,43,456,0,26
training,084,48,62059,30465,678,30824,92,678,0,0
training,084,49,62345,30576,521,31150,98,521,0,0
training,084,50,63802,30601,305,32851,45,305,0,0
training,084,51,62200,29797,458,31893,52,456,0,2
training,084,52,62149,29019,703,32365,62,698,0,5
training,084,53,63590,28757,503,34270,60,493,0,10
training,084,54,61901,28868,276,32706,51,263,0,13
training,084,55,62210,28777,358,33025,50,341,0,17
training,084,56,62814,28169,698,33891,56,676,0,22
training,084,57,61352,28684,621,32016,31,604,0,17
training,084,58,61584,30250,282,31016,36,255,0,27
training,084,59,62601,30934,408,31222,37,366,0,42
training,084,60,60746,31060,560,29081,45,500,0,60
training,084,61,60390,31392,871,28084,43,786,0,85
training,084,62,61635,32821,567,28204,43,483,0,84
training,084,63,60628,34261,430,25895,42,362,0,68
training,084,64,60679,34581,573,25497,28,484,0,89
training,084,65,60987,34022,790,26138,37,684,0,106
training,084,66,59809,33498,831,25427,53,696,0,135
training,084,67,59760,33774,649,25284,53,479,0,170
training,084,68,61049,33831,856,26327,35,648,0,208
training,084,69,59842,33384,1135,25290,33,880,0,255
training,084,70,59699,33237,1419,25007,36,1074,0,345
training,084,71,61064,33819,1095,26102,48,627,0,468
training,084,72,59670,33563,1296,24779,32,841,0,455
training,084,73,59446,33005,1346,25052,43,1008,0,338
training,084,74,59285,32890,776,25587,32,736,0,40
training,084,75,59611,32848,892,25824,47,863,0,29
training,084,76,61207,33052,934,27177,44,915,0,19
training,084,77,59169,32085,1172,25877,35,1170,0,2
training,084,78,59228,31941,756,26488,43,745,0,11
training,084,79,59228,31939,782,26464,43,772,0,10
training,088,0,63442,30738,769,31878,57,756,0,13
training,088,1,63442,30759,758,31868,57,745,0,13
training,088,2,62813,31282,708,30777,46,685,0,23
training,088,3,64989,31504,834,32575,76,811,0,23
training,088,4,63401,31905,1015,30416,65,959,0,56
training,088,5,64846,32170,787,31808,81,719,0,68
training,088,6,63511,32172,850,30413,76,782,0,68
training,088,7,62793,32768,985,28953,87,897,0,88
training,088,8,64686,33040,1104,30474,68,1033,0,71
training,088,9,63428,33068,968,29329,63,913,0,55
training,088,10,62351,32729,866,28684,72,804,0,62
training,088,11,63971,32625,993,30262,91,928,0,65
training,088,12,62838,32570,1101,29090,77,1018,0,83
training,088,13,62680,32296,1094,29204,86,1025,0,69
training,088,14,64147,31978,810,31263,96,739,0,71
training,088,15,63214,31315,901,30893,105,798,0,103
training,088,16,62066,31191,1016,29754,105,927,0,89
training,088,17,63901,31728,1191,30875,107,1122,0,69
training,088,18,62477,33040,1009,28345,83,938,0,71
training,088,19,61733,33724,899,27018,92,826,0,73
training,088,20,63602,32973,1002,29563,64,910,0,92
training,088,21,62533,32072,1093,29309,59,988,0,105
training,088,22,62283,32071,1104,29047,61,994,0,110
training,088,23,64617,32809,927,30803,78,788,0,139
training,088,24,63335,32876,1046,29356,57,891,0,155
training,088,25,62939,32326,1078,29490,45,917,0,161
training,088,26,65172,31556,1272,32300,44,1078,0,194
training,088,27,64131,31759,1055,31278,39,812,0,243
training,088,28,63685,32348,1020,30286,31,743,0,277
training,088,29,65836,32752,1050,31997,37,771,0,279
training,088,30,64489,33054,1079,30320,36,923,0,156
training,088,31,64147,33012,1049,30049,37,975,0,74
training,088,32,66135,33069,754,32260,52,730,0,24
training,088,33,64639,32776,858,30956,49,829,0,29
training,088,34,64140,32657,856,30568,59,823,0,33
training,088,35,66175,32500,1043,32551,81,1004,0,39
training,088,36,64883,33065,707,31015,96,659,0,48
training,088,37,64696,33505,724,30364,103,681,0,43
training,088,38,66326,33757,921,31558,90,910,0,11
training,088,39,65801,33085,810,31819,87,802,0,8
training,088,40,67315,32313,663,34277,62,641,0,22
training,088,41,65499,31901,782,32772,44,765,0,17
training,088,42,64569,31949,839,31731,50,821,0,18
training,088,43,67099,32097,914,34031,57,903,0,11
training,088,44,66413,32758,622,32990,43,607,0,15
training,088,45,66270,33029,683,32522,36,665,0,18
training,088,46,68311,32754,785,34735,37,768,0,17
training,088,47,66996,32383,971,33600,42,948,0,23
training,088,48,66112,32714,746,32601,51,719,0,27
training,088,49,68490,32561,746,35158,25,718,0,28
training,088,50,67207,32304,769,34104,30,735,0,34
training,088,51,66884,31865,943,34041,35,935,0,8
training,088,52,69618,31670,792,37126,30,781,0,11
training,088,53,68237,31494,615,36106,22,608,0,7
training,088,54,67562,31125,608,35804,25,596,0,12
training,088,55,70184,30845,723,38594,22,699,0,24
training,088,56,68546,30526,725,37272,23,694,0,31
training,088,57,67890,30224,406,37222,38,387,0,19
training,088,58,70446,29553,407,40468,18,402,0,5
training,088,59,68881,28743,424,39690,24,424,0,0
training,088,60,68138,28427,507,39159,45,507,0,0
training,088,61,70571,28746,160,41613,52,159,0,1
training,088,62,68443,28470,234,39708,31,234,0,0
training,088,63,67585,28006,379,39165,35,379,0,0
training,088,64,69689,27880,504,41264,41,501,0,3
training,088,65,67497,28293,210,38932,62,210,0,0
training,088,66,66619,27687,313,38582,37,308,0,5
training,088,67,68406,27747,357,40281,21,351,0,6
training,088,68,66234,28252,551,37398,33,551,0,0
training,088,69,65163,29138,302,35707,16,295,0,7
training,088,70,67379,29488,214,37658,19,207,0,7
training,088,71,65977,27920,485,37543,29,479,0,6
training,088,72,68898,27825,323,40711,39,323,0,0
training,088,73,67161,27848,299,38961,53,299,0,0
training,088,74,66276,28098,327,37816,35,325,0,2
training,088,75,68656,28302,515,39799,40,508,0,7
training,088,76,66725,28745,371,37567,42,365,0,6
training,088,77,66186,28970,304,36866,46,297,0,7
training,088,78,68089,29234,401,38404,50,399,0,2
training,088,79,68089,29255,400,38384,50,398,0,2
training,089,0,67234,29661,513,36915,145,509,0,4
training,089,1,65142,30010,369,34609,154,359,0,10
training,089,2,64047,30043,476,33458,70,458,0,18
training,089,3,65790,29616,626,35482,66,617,0,9
training,089,4,63586,29480,488,33496,122,487,0,1
training,089,5,62429,29734,321,32187,187,321,0,0
training,089,6,63930,29993,472,33269,196,469,0,3
training,089,7,61723,30012,691,30731,289,691,0,0
training,089,8,60073,29905,602,29201,365,593,0,9
training,089,9,60332,29997,466,29413,456,459,0,7
training,089,10,58024,30535,468,26575,446,456,0,12
training,089,11,57031,31117,683,24983,248,660,0,23
training,089,12,58298,31630,582,25989,97,560,0,22
training,089,13,57136,32029,399,24645,63,384,0,15
training,089,14,56422,31844,514,24013,51,485,0,29
training,089,15,57476,31561,727,25134,54,710,0,17
training,089,16,56533,32108,635,23744,46,609,0,26
training,089,17,56323,32632,699,22934,58,682,0,17
training,089,18,57653,33255,764,23564,70,729,0,35
training,089,19,56865,33454,993,22359,59,950,0,43
training,089,20,56348,33487,745,22062,54,697,0,48
training,089,21,57167,33290,700,23122,55,642,0,58
training,089,22,56441,33208,731,22436,66,669,0,62
training,089,23,55458,32564,1082,21745,67,1024,0,58
training,089,24,56353,32788,741,22757,67,684,0,57
training,089,25,55273,32748,743,21661,121,678,0,65
training,089,26,56525,32376,1249,22765,135,1170,0,79
training,089,27,55615,32826,833,21808,148,737,0,96
training,089,28,55037,32792,937,21170,138,817,0,120
training,089,29,55838,32635,1086,22030,87,959,0,127
training,089,30,55161,32047,1507,21551,56,1360,0,147
training,089,31,54844,32518,1159,21123,44,984,0,175
training,089,32,56050,32729,1162,22108,51,938,0,224
training,089,33,55344,32835,1255,21184,70,952,0,303
training,089,34,54125,32354,1678,20038,55,1299,0,379
training,089,35,54926,32613,1389,20885,39,983,0,406
training,089,36,54372,33257,1180,19883,52,847,0,333
training,089,37,53912,33555,999,19302,56,914,0,85
training,089,38,54621,33575,1259,19702,85,1222,0,37
training,089,39,54183,33573,1036,19511,63,989,0,47
training,089,40,53957,33756,867,19266,68,829,0,38
training,089,41,55274,33976,827,20386,85,779,0,48
training,089,42,55066,33334,1019,20636,77,977,0,42
training,089,43,55162,32539,925,21610,88,897,0,28
training,089,44,56875,32076,753,23943,103,704,0,49
training,089,45,56509,31517,846,24048,98,772,0,74
training,089,46,56209,30774,1156,24168,111,1061,1,94
training,089,47,57244,30485,1159,25451,149,1059,0,100
training,089,48,56260,30643,732,24739,146,633,1,98
training,089,49,55962,30441,803,24580,138,698,2,103
training,089,50,56881,30441,928,25392,120,800,3,125
training,089,51,55853,30079,1098,24602,74,962,0,136
training,089,52,54700,29941,757,23922,80,631,3,123
training,089,53,55981,29873,830,25175,103,676,0,154
training,089,54,55715,30246,959,24412,98,792,3,164
training,089,55,56038,30469,1285,24203,81,1121,4,160
training,089,56,56763,31039,853,24785,86,672,5,176
training,089,57,55631,30392,1076,24056,107,846,3,227
training,089,58,56042,29833,1443,24667,99,1153,6,284
training,089,59,55268,30634,1107,23419,108,772,7,328
training,089,60,54928,31055,1075,22682,116,672,8,395
training,089,61,55645,31221,1172,23146,106,730,11,431
training,089,62,54847,31356,1522,21855,114,1004,10,508
training,089,63,55092,31983,1554,21473,82,982,10,562
training,089,64,56424,32724,1339,22281,80,695,11,633
training,089,65,56368,32885,1616,21791,76,873,10,733
training,089,66,56559,33288,1559,21650,62,754,15,790
training,089,67,58112,33168,2038,22846,60,1110,14,914
training,089,68,57311,33059,1563,22637,52,647,21,895
training,089,69,56645,32357,1398,22837,53,615,22,761
training,089,70,57656,31722,1304,24578,52,671,16,617
training,089,71,57665,31609,1366,24611,79,882,14,470
training,089,72,58185,32327,1202,24576,80,839,4,359
training,089,73,59860,33127,688,25976,69,490,0,198
training,089,74,59107,33122,675,25247,63,525,0,150
training,089,75,58698,33190,670,24781,57,511,0,159
training,089,76,60168,33398,917,25792,61,674,0,243
training,089,77,59121,33150,700,25189,82,497,0,203
training,089,78,58220,32494,586,25088,52,477,0,109
training,089,79,59912,32247,588,27004,73,550,0,38
training,094,0,55709,32164,282,23223,40,253,0,29
training,094,1,55709,32153,278,23236,42,248,0,30
training,094,2,56350,32596,428,23277,49,392,0,36
training,094,3,55374,32557,567,22197,53,510,0,57
training,094,4,54516,31428,489,22537,62,438,0,51
training,094,5,53394,31233,686,21422,53,636,0,50
training,094,6,52588,31496,817,20226,49,764,0,53
training,094,7,51918,31880,631,19356,51,572,0,59
training,094,8,50730,31325,748,18585,72,675,0,73
training,094,9,50174,30620,930,18563,61,849,0,81
training,094,10,50898,30734,921,19116,127,832,0,89
training,094,11,52377,31301,782,20227,67,673,0,109
training,094,12,52907,31027,870,20956,54,729,0,141
training,094,13,53104,30632,1058,21362,52,878,0,180
training,094,14,53309,30480,1055,21713,61,837,0,218
training,094,15,52735,29918,981,21769,67,677,0,304
training,094,16,52647,29534,1191,21866,56,800,0,391
training,094,17,52669,29476,1302,21848,43,926,0,376
training,094,18,52560,30310,967,21219,64,773,0,194
training,094,19,52601,29995,809,21731,66,783,0,26
training,094,20,52416,29163,853,22300,100,829,0,24
training,094,21,53109,29112,943,22945,109,911,0,32
training,094,22,54928,30223,686,23931,88,638,0,48
training,094,23,55538,31233,781,23449,75,713,0,68
training,094,24,55132,31318,954,22804,56,878,0,76
training,094,25,54485,31022,993,22398,72,905,0,88
training,094,26,53842,31133,779,21857,73,679,0,100
training,094,27,53629,31412,872,21283,62,766,0,106
training,094,28,54602,32495,961,21091,55,837,0,124
training,094,29,54678,33593,1033,19996,56,917,0,116
training,094,30,54046,34242,765,18977,62,639,0,126
training,094,31,54133,34128,910,19020,75,760,0,150
training,094,32,53409,33848,1025,18447,89,878,0,147
training,094,33,53431,33307,1160,18870,94,1016,0,144
training,094,34,54457,33227,836,20317,77,687,0,149
training,094,35,54968,33188,1005,20697,78,846,0,159
training,094,36,54872,33343,1046,20382,101,842,0,204
training,094,37,56012,33315,1232,21366,99,1012,0,220
training,094,38,55492,33320,1050,21058,64,737,0,313
training,094,39,56808,33529,1207,22010,62,817,0,390
training,094,40,56425,33480,1521,21373,51,1035,0,486
training,094,41,56055,34055,1345,20584,71,898,0,447
training,094,42,56853,34634,884,21109,226,585,0,299
training,094,43,56295,34383,780,20964,168,681,0,99
training,094,44,55676,33735,790,21040,111,730,0,60
training,094,45,57195,33192,999,22932,72,930,0,69
training,094,46,56645,33465,660,22467,53,583,0,77
training,094,47,56738,33504,712,22467,55,632,0,80
training,094,48,58142,33494,741,23860,47,672,0,69
training,094,49,57158,33196,899,23004,59,814,0,85
training,094,50,56869,33109,955,22722,83,883,0,72
training,094,51,57937,33470,688,23694,85,595,0,93
training,094,52,57230,33117,870,23192,51,730,0,140
training,094,53,56810,33051,819,22865,75,671,0,148
training,094,54,58002,32674,972,24301,55,812,0,160
training,094,55,57469,32302,1089,24006,72,901,0,188
training,094,56,57246,32293,839,24050,64,636,0,203
training,094,57,58120,31965,831,25268,56,627,0,204
training,094,58,57645,31745,872,24986,42,663,0,209
training,094,59,57361,31449,903,24936,73,697,0,206
training,094,60,58406,31069,1115,26145,77,903,0,212
training,094,61,58142,30979,1121,25956,86,868,0,253
training,094,62,58047,31240,808,25912,87,556,0,252
training,094,63,59107,30869,850,27305,83,617,0,233
training,094,64,58737,30483,903,27266,85,637,0,266
training,094,65,58349,30119,833,27311,86,571,0,262
training,094,66,59119,29183,1001,28861,74,687,0,314
training,094,67,58287,28433,1108,28675,71,795,0,313
training,094,68,57839,27977,889,28907,66,604,0,285
training,094,69,58745,27604,686,30379,76,374,0,312
training,094,70,57963,27097,706,30083,77,396,0,310
training,094,71,58253,26137,657,31348,111,458,0,199
training,094,72,57437,25542,775,31007,113,548,0,227
training,094,73,57276,25090,979,31092,115,728,0,251
training,094,74,57686,25261,947,31372,106,650,0,297
training,094,75,56671,25463,902,30205,101,528,0,374
training,094,76,56244,25513,864,29753,114,418,0,446
training,094,77,57401,25595,982,30705,119,482,0,500
training,094,78,56729,25453,1120,30027,129,542,0,578
training,094,79,56729,25461,1122,30015,131,535,0,587
training,095,0,63015,27421,316,35229,49,316,0,0
training,095,1,61959,27705,532,33670,52,532,0,0
training,095,2,62563,28310,664,33538,51,664,0,0
training,095,3,62966,28878,295,33765,28,295,0,0
training,095,4,64766,28956,142,35629,39,142,0,0
training,095,5,62791,28432,283,34013,63,283,0,0
training,095,6,62707,28157,361,34129,60,361,0,0
training,095,7,62736,28026,339,34327,44,339,0,0
training,095,8,64170,28135,120,35864,51,120,0,0
training,095,9,62125,27778,202,34100,45,202,0,0
training,095,10,62058,27553,342,34115,48,342,0,0
training,095,11,61724,27666,400,33606,52,400,0,0
training,095,12,62905,28045,222,34583,55,222,0,0
training,095,13,61017,28269,192,32480,76,192,0,0
training,095,14,61334,27971,321,32981,61,321,0,0
training,095,15,61331,27606,452,33211,62,452,0,0
training,095,16,62763,27627,415,34638,83,415,0,0
training,095,17,60931,28179,151,32510,91,151,0,0
training,095,18,60755,28385,215,32100,55,215,0,0
training,095,19,60522,27934,396,32115,77,396,0,0
training,095,20,61775,27839,572,33319,45,572,0,0
training,095,21,61001,28858,463,31620,60,463,0,0
training,095,22,62102,30133,212,31711,46,212,0,0
training,095,23,62787,30575,331,31833,48,331,0,0
training,095,24,64911,30547,556,33774,34,556,0,0
training,095,25,63356,31024,695,31591,46,695,0,0
training,095,26,63302,32829,359,30070,44,359,0,0
training,095,27,63533,33416,215,29849,53,215,0,0
training,095,28,65695,33421,352,31865,57,352,0,0
training,095,29,64194,33306,411,30431,46,411,0,0
training,095,30,64361,33019,438,30865,39,438,0,0
training,095,31,64726,32648,197,31847,34,197,0,0
training,095,32,64803,30159,245,34381,18,245,0,0
training,095,33,64495,29293,304,34868,30,304,0,0
training,095,34,64323,28738,496,35054,35,496,0,0
training,095,35,66041,29209,319,36483,30,319,0,0
training,095,36,64327,29940,145,34197,45,145,0,0
training,095,37,64051,29413,218,34400,20,218,0,0
training,095,38,62859,28614,252,33954,39,252,0,0
training,095,39,64218,28103,398,35673,44,398,0,0
training,095,40,63200,28012,265,34880,43,265,0,0
training,095,41,63395,28114,125,35101,55,125,0,0
training,095,42,63604,28053,194,35303,54,194,0,0
training,095,43,65193,27940,193,37023,37,193,0,0
training,095,44,63986,27743,353,35862,28,353,0,0
training,095,45,63679,27629,244,35772,34,244,0,0
training,095,46,63608,27899,119,35558,32,119,0,0
training,095,47,64855,27699,170,36946,40,170,0,0
training,095,48,63196,27181,166,35808,41,166,0,0
training,095,49,62743,26421,312,35965,45,312,0,0
training,095,50,62703,26370,299,35989,45,299,0,0
training,095,51,63342,26978,125,36183,56,125,0,0
training,095,52,61492,27647,163,33639,43,163,0,0
training,095,53,61511,28026,231,33218,36,231,0,0
training,095,54,61411,28350,348,32679,34,348,0,0
training,095,55,63119,29168,137,33773,41,137,0,0
training,095,56,61948,29836,123,31953,36,123,0,0
training,095,57,62105,30750,183,31151,21,183,0,0
training,095,58,62372,31931,258,30151,32,258,0,0
training,095,59,64198,33726,274,30158,40,274,0,0
training,095,60,63040,34522,374,28103,41,374,0,0
training,095,61,63086,34720,160,28166,40,160,0,0
training,095,62,62643,33963,238,28416,26,238,0,0
training,095,63,63084,32785,337,29934,28,337,0,0
training,095,64,61152,32448,356,28306,42,356,0,0
training,095,65,60434,33446,345,26617,26,345,0,0
training,095,66,61152,33811,418,26883,40,418,0,0
training,095,67,59753,33457,549,25726,21,549,0,0
training,095,68,59751,33027,627,26070,27,627,0,0
training,095,69,59892,32258,768,26819,47,768,0,0
training,095,70,61433,31969,812,28614,38,812,0,0
training,095,71,60638,32109,701,27798,30,701,0,0
training,095,72,61040,32266,830,27919,25,830,0,0
training,095,73,61451,32855,924,27657,15,924,0,0
training,095,74,62684,33133,1029,28509,13,1029,0,0
training,095,75,61181,33097,1019,27046,19,1019,0,0
training,095,76,60886,32865,854,27152,15,854,0,0
training,095,77,60806,32650,871,27264,21,871,0,0
training,095,78,61355,32646,967,27715,27,967,0,0
training,095,79,61355,32647,927,27754,27,927,0,0
training,097,0,57805,32553,1213,24032,7,250,0,963
training,097,1,57811,32623,1190,23988,10,255,0,935
training,097,2,58533,32478,1216,24830,9,250,0,966
training,097,3,58231,32360,1278,24581,12,250,0,1028
training,097,4,58272,32359,1303,24598,12,265,0,1038
training,097,5,58910,32442,1290,25171,7,240,0,1050
training,097,6,58831,32407,1204,25214,6,250,0,954
training,097,7,58679,32046,1294,25332,7,242,0,1052
training,097,8,59769,32035,1271,26453,10,247,0,1024
training,097,9,59718,32197,1341,26176,4,254,0,1087
training,097,10,59728,32371,1289,26062,6,248,0,1041
training,097,11,61193,32492,1290,27406,5,263,0,1027
training,097,12,60572,32475,1311,26779,7,247,0,1064
training,097,13,60632,32465,1312,26850,5,258,0,1054
training,097,14,61568,32625,1266,27664,13,264,0,1002
training,097,15,61784,32746,1267,27763,8,257,0,1010
training,097,16,61347,32637,1262,27437,11,254,0,1008
training,097,17,63048,32513,1320,29208,7,266,0,1054
training,097,18,62455,32450,1301,28691,13,272,0,1029
training,097,19,61954,32242,1288,28416,8,260,0,1028
training,097,20,63312,31831,1275,30194,12,271,0,1004
training,097,21,62570,31542,1297,29724,7,275,0,1022
training,097,22,62188,31306,1308,29564,10,268,0,1040
training,097,23,63450,31098,1283,31065,4,265,0,1018
training,097,24,62619,30727,1327,30554,11,281,0,1046
training,097,25,62184,30284,1298,30592,10,279,0,1019
training,097,26,63327,29786,1324,32198,19,291,0,1033
training,097,27,62513,29248,1358,31808,99,308,0,1050
training,097,28,62161,28803,1429,31862,67,331,0,1098
training,097,29,63709,28344,1402,33871,92,360,0,1042
training,097,30,62527,27790,1484,33131,122,369,0,1115
training,097,31,63685,26609,1514,35403,159,382,0,1132
training,097,32,62594,25770,1642,35006,176,393,0,1249
training,097,33,61899,25253,1689,34833,124,405,0,1284
training,097,34,63769,24798,1850,37060,61,423,0,1427
training,097,35,62587,24378,1977,36178,54,411,0,1566
training,097,36,61959,23941,2176,35792,50,430,0,1746
training,097,37,63831,23208,2623,37929,71,435,0,2188
training,097,38,62878,23350,2285,37159,84,408,0,1877
training,097,39,62500,23273,2081,37107,39,397,0,1684
training,097,40,64194,23288,1723,39151,32,404,0,1319
training,097,41,62866,22905,2105,37846,10,405,0,1700
training,097,42,62742,23700,1352,37680,10,421,0,931
training,097,43,64533,24374,505,39645,9,465,0,40
training,097,44,63507,24321,611,38554,21,573,0,38
training,097,45,63078,24460,687,37906,25,647,0,40
training,097,46,65457,24842,765,39826,24,713,0,52
training,097,47,64429,25172,720,38516,21,658,0,62
training,097,48,64403,25528,605,38252,18,543,0,62
training,097,49,67145,25953,464,40704,24,390,0,74
training,097,50,66425,26297,506,39591,31,420,0,86
training,097,51,66178,26323,631,39194,30,547,0,84
training,097,52,68070,26478,717,40846,29,618,0,99
training,097,53,67041,26794,741,39478,28,658,0,83
training,097,54,66533,27184,825,38492,32,719,0,106
training,097,55,68636,27571,723,40304,38,620,0,103
training,097,56,67149,27692,613,38816,28,553,0,60
training,097,57,66370,27558,618,38171,23,568,0,50
training,097,58,67977,27374,802,39780,21,722,0,80
training,097,59,66498,27571,910,37998,19,830,0,80
training,097,60,65958,27549,1012,37393,4,926,0,86
training,097,61,67459,27044,1363,39032,20,1280,0,83
training,097,62,66507,27159,991,38347,10,897,0,94
training,097,63,65980,27521,943,37498,18,844,0,99
training,097,64,66625,27473,1155,37983,14,1043,0,112
training,097,65,66329,27725,1204,37390,10,1022,0,182
training,097,66,68654,28123,1079,39436,16,814,0,265
training,097,67,67453,28005,1286,38146,16,954,0,332
training,097,68,66917,27831,1339,37734,13,988,0,351
training,097,69,68673,27776,1311,39574,12,1037,0,274
training,097,70,67525,28414,1037,38066,8,817,0,220
training,097,71,67002,28776,1127,37089,10,954,0,173
training,097,72,69261,28906,1011,39333,11,869,0,142
training,097,73,67696,28354,1223,38109,10,1088,0,135
training,097,74,66980,28057,1281,37633,9,1116,0,165
training,097,75,68827,28144,1134,39537,12,988,0,146
training,097,76,66923,28176,1093,37643,11,940,0,153
training,097,77,66570,28152,1102,37300,16,940,0,162
training,097,78,68661,27671,1222,39757,11,1054,0,168
training,097,79,68661,27670,1221,39758,12,1052,0,169
training,098,0,58526,23397,637,34452,40,406,14,217
training,098,1,58526,23412,633,34441,40,404,14,215
training,098,2,58501,23819,555,34082,45,336,21,198
training,098,3,58411,23953,503,33912,43,267,21,215
training,098,4,56839,24247,581,31969,42,309,30,242
training,098,5,56863,24571,693,31570,29,382,47,264
training,098,6,57939,24708,831,32361,39,474,50,307
training,098,7,57974,24718,813,32401,42,438,52,323
training,098,8,58041,24661,921,32423,36,490,56,375
training,098,9,57631,24745,1000,31832,54,571,47,382
training,098,10,56773,24931,961,30837,44,492,50,419
training,098,11,57144,25085,884,31131,44,388,45,451
training,098,12,56206,25960,547,29608,91,235,10,302
training,098,13,55982,25810,815,29303,54,324,42,449
training,098,14,56378,25470,1013,29857,38,394,66,553
training,098,15,56101,25469,1127,29459,46,458,55,614
training,098,16,55575,25380,1262,28898,35,554,53,655
training,098,17,55940,25507,1493,28901,39,643,57,793
training,098,18,55404,25797,1408,28166,33,576,55,777
training,098,19,54942,25908,1345,27650,39,480,63,802
training,098,20,55143,25921,1329,27853,40,368,66,895
training,098,21,54808,25953,1329,27498,28,347,55,927
training,098,22,55360,26201,1549,27572,38,490,74,985
training,098,23,56461,26959,1612,27865,25,483,64,1065
training,098,24,56666,27484,1650,27493,39,499,78,1073
training,098,25,57245,27796,1863,27544,42,580,76,1207
training,098,26,58127,28187,1864,28038,38,527,82,1255
training,098,27,57663,28490,1904,27229,40,385,96,1423
training,098,28,57774,29001,1835,26902,36,257,89,1489
training,098,29,58447,29473,1942,26998,34,200,82,1660
training,098,30,58105,30050,2135,25899,21,208,89,1838
training,098,31,58371,30652,2401,25291,27,201,94,2106
training,098,32,58994,32687,1540,24729,38,220,91,1229
training,098,33,57921,33060,1560,23280,21,255,103,1202
training,098,34,57781,33574,2029,22156,22,299,126,1604
training,098,35,58562,34704,981,22852,25,330,131,520
training,098,36,58023,34844,685,22466,28,361,144,180
training,098,37,57607,34622,695,22271,19,373,148,174
training,098,38,57812,34337,705,22735,35,373,158,174
training,098,39,57613,34394,734,22453,32,417,141,176
training,098,40,57523,34787,775,21932,29,438,150,187
training,098,41,58817,34979,797,23004,37,450,163,184
training,098,42,58383,34733,856,22755,39,503,146,207
training,098,43,59908,34696,907,24270,35,560,157,190
training,098,44,59293,34576,963,23714,40,596,159,208
training,098,45,59065,34446,990,23591,38,634,164,192
training,098,46,60029,34012,1079,24902,36,688,178,213
training,098,47,58808,33578,1134,24078,18,724,182,228
training,098,48,57707,33235,1210,23230,32,764,190,256
training,098,49,58419,33057,1269,24061,32,798,197,274
training,098,50,57415,32700,1418,23268,29,898,201,319
training,098,51,57263,32071,1493,23675,24,927,209,357
training,098,52,58114,31120,1672,25289,33,999,257,416
training,098,53,57896,29699,1554,26613,30,1032,12,510
training,098,54,58507,29201,1700,27569,37,1143,0,557
training,098,55,60306,28969,1739,29515,83,1166,0,573
training,098,56,60868,28949,1914,29980,25,1356,0,558
training,098,57,61417,29137,1896,30362,22,1247,0,649
training,098,58,63156,29247,1877,32000,32,1070,0,807
training,098,59,62482,29155,1868,31429,30,1079,0,789
training,098,60,62350,29642,1404,31277,27,1112,0,292
training,098,61,63360,29988,1402,31944,26,1240,0,162
training,098,62,62269,30496,1509,30237,27,1401,0,108
training,098,63,61478,30476,1421,29557,24,1348,0,73
training,098,64,61630,30447,1221,29929,33,1142,0,79
training,098,65,60373,30103,1164,29078,28,1077,0,87
