split,sequence,lidar_frame,cam_frame,dt_seconds,frame_valid,n_in_image,n_occluded,n_road_in_image,n_road_occluded,n_marking_in_image,n_marking_occluded,n_other_in_image,n_other_occluded,n_raw8_in_image,n_raw8_occluded,n_raw9_in_image,n_raw9_occluded,n_raw10_in_image,n_raw10_occluded
train,071,61,61,-0.04984688758850098,1,61684,143,24533,3,769,0,36350,140,0,0,0,0,769,0
train,071,62,62,-0.04986000061035156,1,63305,202,23821,7,838,0,38617,195,0,0,0,0,838,0
train,071,63,63,-0.04987597465515137,1,61376,155,23287,5,965,0,37101,150,0,0,0,0,965,0
train,071,64,64,-0.04985189437866211,1,61484,162,22061,11,1287,0,38109,151,0,0,0,0,1287,0
train,071,65,65,-0.04986691474914551,1,61252,150,20594,11,2314,0,38314,139,0,0,0,0,2314,0
train,071,66,66,-0.04986906051635742,1,63193,194,23424,12,173,0,39547,181,0,0,0,0,173,0
train,071,67,67,-0.04986405372619629,1,61205,155,24459,12,0,0,36706,143,0,0,0,0,0,0
train,071,68,68,-0.049855947494506836,1,61531,127,25910,8,0,0,35559,119,0,0,0,0,0,0
train,071,69,69,-0.04986286163330078,1,61655,124,26524,8,0,0,35087,116,0,0,0,0,0,0
train,071,70,70,-0.04987001419067383,1,63005,142,24509,2,0,0,38459,140,0,0,0,0,0,0
train,071,71,71,-0.049865007400512695,1,60728,165,21684,10,0,0,39005,155,0,0,0,0,0,0
train,071,72,72,-0.04985213279724121,1,60196,164,19828,11,0,0,40310,152,0,0,0,0,0,0
train,071,73,73,-0.04985404014587402,1,59201,166,19986,9,0,0,39151,157,0,0,0,0,0,0
train,071,74,74,-0.04985499382019043,1,61019,207,22027,9,0,0,38919,196,0,0,0,0,0,0
train,071,75,75,-0.04987001419067383,1,59904,153,24264,7,0,0,35572,146,0,0,0,0,0,0
train,071,76,76,-0.049865007400512695,1,60346,157,25504,7,0,0,34773,150,0,0,0,0,0,0
train,071,77,77,-0.04985213279724121,1,60417,147,25356,2,0,0,35006,144,0,0,0,0,0,0
train,071,78,78,-0.0498509407043457,1,61953,168,24558,2,0,0,37300,166,0,0,0,0,0,0
train,071,79,79,-0.049842119216918945,1,60003,122,23918,4,0,0,36017,118,0,0,0,0,0,0
train,072,0,0,-0.0498659610748291,1,60800,101,23740,8,128,0,36859,92,121,0,0,0,7,0
train,072,1,1,-0.049855947494506836,1,61432,118,23353,9,139,0,37866,105,129,0,0,0,10,0
train,072,2,2,-0.04984903335571289,1,62735,156,22649,9,170,0,39828,144,169,0,0,0,1,0
train,072,3,3,-0.04984903335571289,1,60528,109,22468,7,258,0,37715,100,253,0,0,0,5,0
train,072,4,4,-0.049857139587402344,1,61996,147,22672,7,241,0,39057,140,236,0,0,0,5,0
train,072,5,5,-0.0498499870300293,1,59582,125,23109,13,185,0,36217,112,184,0,0,0,1,0
train,072,6,6,-0.04982709884643555,1,61490,163,23443,7,87,0,37936,156,87,0,0,0,0,0
train,072,7,7,-0.049826860427856445,1,59676,177,23807,10,96,0,35723,167,96,0,0,0,0,0
train,072,8,8,-0.04983711242675781,1,60109,163,24154,8,113,0,35819,155,109,0,0,0,4,0
train,072,9,9,-0.04983997344970703,1,61724,136,24023,4,133,0,37529,131,132,0,0,0,1,0
train,072,10,10,-0.04981708526611328,1,59570,156,23905,10,167,0,35460,145,164,0,0,0,3,0
train,072,11,11,-0.04981398582458496,1,61667,138,23503,5,261,0,37875,133,255,0,0,0,6,0
train,072,12,12,-0.049818992614746094,1,64265,172,22822,1,250,0,41151,170,245,0,0,0,5,0
train,072,13,13,-0.04981803894042969,1,62178,183,22555,12,118,0,39467,170,113,0,0,0,5,0
train,072,14,14,-0.049829959869384766,1,64510,205,22335,9,96,0,42052,196,90,0,0,0,6,0
train,072,15,15,-0.04982304573059082,1,61948,139,22567,16,122,0,39246,123,111,0,0,0,11,0
train,072,16,16,-0.049822092056274414,1,63027,181,22304,8,142,0,40568,173,132,0,0,0,10,0
train,072,17,17,-0.04982495307922363,1,60363,148,21974,9,155,0,38217,139,148,0,0,0,7,0
train,072,18,18,-0.04981708526611328,1,62409,158,21889,5,186,0,40318,153,179,0,0,0,7,0
train,072,19,19,-0.04981493949890137,1,60747,117,22341,3,241,0,38148,114,228,0,0,0,13,0
train,072,20,20,-0.04981112480163574,1,63439,144,22270,6,376,0,40782,138,364,0,0,0,12,0
train,072,21,21,-0.049809932708740234,1,61985,98,21860,5,282,0,39835,92,276,0,0,0,6,0
train,072,22,22,-0.04983019828796387,1,63842,147,21421,5,202,0,42194,142,184,0,0,0,18,0
train,072,23,23,-0.049832820892333984,1,61198,115,21212,12,87,0,39871,97,71,0,0,0,16,0
train,072,24,24,-0.04984283447265625,1,62989,150,21670,10,87,0,41224,140,76,0,0,0,11,0
train,072,25,25,-0.049848079681396484,1,60725,116,22590,11,97,0,38024,105,81,0,0,0,16,0
train,072,26,26,-0.049848079681396484,1,62807,129,22995,8,120,0,39690,121,103,0,0,0,17,0
train,072,27,27,-0.04985213279724121,1,60654,99,22719,3,128,0,37805,96,115,0,0,0,13,0
train,072,28,28,-0.04984092712402344,1,62767,142,22018,3,158,1,40585,138,138,0,0,0,20,1
train,072,29,29,-0.049836158752441406,1,59959,106,21588,3,267,1,38098,102,241,0,0,0,26,1
train,072,30,30,-0.04984092712402344,1,61619,112,21737,3,331,0,39537,109,313,0,0,0,18,0
train,072,31,31,-0.04983782768249512,1,59398,85,22368,3,313,0,36701,82,297,0,0,0,16,0
train,072,32,32,-0.049844980239868164,1,61307,122,23291,7,209,1,37790,114,191,0,0,0,18,1
train,072,33,33,-0.04985499382019043,1,59024,104,24061,1,99,1,34852,102,79,0,0,0,20,1
train,072,34,34,-0.04985404014587402,1,60919,132,23991,0,108,2,36797,130,85,0,0,0,23,2
train,072,35,35,-0.04985618591308594,1,58580,120,23746,4,122,0,34697,116,104,0,0,0,18,0
train,072,36,36,-0.049855947494506836,1,60581,137,23398,0,133,0,37031,137,113,0,0,0,20,0
train,072,37,37,-0.049857139587402344,1,58298,110,22909,2,159,1,35204,106,136,1,0,0,23,0
train,072,38,38,-0.04985499382019043,1,60641,148,22620,3,216,0,37791,145,195,0,0,0,21,0
train,072,39,39,-0.0498509407043457,1,58719,116,22364,4,332,1,36011,111,305,0,0,0,27,1
train,072,40,40,-0.04986405372619629,1,60794,132,22158,2,418,3,38190,127,389,0,0,0,29,3
train,072,41,41,-0.04986000061035156,1,58961,108,21854,4,386,0,36696,104,351,0,0,0,35,0
train,072,42,42,-0.04986214637756348,1,60883,128,21878,2,316,1,38670,124,282,0,0,0,34,1
train,072,43,43,-0.04985809326171875,1,59204,85,22186,1,106,0,36885,83,71,0,0,0,35,0
train,072,44,44,-0.04985404014587402,1,61875,97,20960,4,128,0,40774,93,88,0,0,0,40,0
train,072,45,45,-0.049870967864990234,1,63383,122,20090,11,132,0,43142,111,94,0,0,0,38,0
train,072,46,46,-0.04987192153930664,1,59560,121,19219,5,139,0,40184,116,103,0,0,0,36,0
train,072,47,47,-0.049867868423461914,1,61134,132,19129,8,167,0,41811,123,144,0,0,0,23,0
train,072,48,48,-0.049852848052978516,1,59290,97,19803,3,237,0,39207,94,201,0,0,0,36,0
train,072,49,49,-0.04984903335571289,1,61882,138,20255,1,357,0,41242,137,328,0,0,0,29,0
train,072,50,50,-0.049848079681396484,1,60918,122,20410,4,396,0,40099,118,352,0,0,0,44,0
train,072,51,51,-0.04983687400817871,1,63175,145,20529,2,341,0,42286,143,296,0,0,0,45,0
train,072,52,52,-0.04983210563659668,1,59859,101,20336,4,182,0,39320,97,123,0,0,0,59,0
train,072,53,53,-0.04982805252075195,1,61332,141,20112,6,117,0,41068,135,63,0,0,0,54,0
train,072,54,54,-0.04982185363769531,1,59377,116,20260,3,131,0,38960,113,74,0,0,0,57,0
train,072,55,55,-0.04983687400817871,1,61617,145,20741,3,151,0,40688,142,83,0,0,0,68,0
train,072,56,56,-0.04981803894042969,1,60031,135,21104,7,166,0,38742,128,92,0,0,0,74,0
train,072,57,57,-0.049816131591796875,1,62822,179,20955,5,199,0,41646,174,122,0,0,0,77,0
train,072,58,58,-0.04982614517211914,1,61225,159,20376,0,244,0,40594,159,154,0,0,0,90,0
train,072,59,59,-0.04981803894042969,1,63584,133,19531,0,318,0,43721,133,229,0,0,0,89,0
train,072,60,60,-0.04982304573059082,1,61586,120,19092,0,455,0,42027,120,366,0,0,0,89,0
train,072,61,61,-0.04981803894042969,1,62272,138,19321,4,422,0,42518,134,328,0,0,0,94,0
train,072,62,62,-0.04980897903442383,1,59705,113,19251,7,355,0,40086,106,252,0,0,0,103,0
train,072,63,63,-0.04982495307922363,1,61695,125,19037,2,211,0,42433,123,91,0,0,0,120,0
train,072,64,64,-0.04982280731201172,1,59188,126,18813,1,167,0,40178,125,50,0,0,0,117,0
train,072,65,65,-0.04982709884643555,1,61411,155,18618,5,219,0,42547,150,71,0,0,0,148,0
train,072,66,66,-0.049822092056274414,1,59552,122,18365,6,235,0,40932,116,70,0,0,0,165,0
train,072,67,67,-0.04982900619506836,1,62253,144,18528,5,270,0,43422,139,80,0,0,0,190,0
train,072,68,68,-0.04984307289123535,1,60687,119,18740,4,311,0,41597,115,89,0,0,0,222,0
train,072,69,69,-0.04982495307922363,1,63235,144,18462,1,373,0,44383,143,130,0,0,0,243,0
train,072,70,70,-0.049829959869384766,1,60584,117,18304,4,410,0,41842,111,185,0,0,0,225,0
train,072,71,71,-0.04983878135681152,1,62551,141,17994,6,548,0,43992,135,261,0,0,0,287,0
train,072,72,72,-0.04983997344970703,1,59989,136,17624,7,661,0,41668,129,356,0,0,0,305,0
train,072,73,73,-0.04984593391418457,1,61862,177,17162,4,636,0,44021,173,323,0,0,0,313,0
train,072,74,74,-0.04984903335571289,1,59039,162,16436,13,604,0,41947,149,238,0,0,0,366,0
train,072,75,75,-0.0498499870300293,1,61195,174,15945,5,488,0,44714,168,86,0,0,0,402,0
train,072,76,76,-0.04984617233276367,1,63273,195,15637,5,555,0,47037,190,53,0,0,0,502,0
train,072,77,77,-0.04984617233276367,1,60754,134,15475,5,655,0,44584,129,63,0,0,0,592,0
train,072,78,78,-0.0498509407043457,1,62774,143,14919,4,739,0,47077,139,72,0,0,0,667,0
train,072,79,79,-0.04985308647155762,1,59458,125,14395,4,826,0,44209,121,65,0,0,0,761,0
train,073,0,0,-0.049809932708740234,1,63854,167,26415,19,596,0,36581,143,465,0,15,0,116,0
train,073,1,1,-0.049818992614746094,1,61234,138,25837,6,595,0,34539,129,468,0,14,0,113,0
train,073,2,2,-0.049822092056274414,1,62827,203,26054,10,541,0,35937,185,414,0,11,0,116,0
train,073,3,3,-0.04983806610107422,1,60924,173,26195,12,466,0,34002,154,311,0,17,0,138,0
train,073,4,4,-0.04983210563659668,1,60869,205,26258,9,338,0,33993,190,175,0,13,0,150,0
train,073,5,5,-0.0498199462890625,1,62659,215,26244,11,377,0,35725,197,197,0,11,0,169,0
train,073,6,6,-0.049836158752441406,1,60712,182,26127,6,368,0,33983,169,220,0,0,0,148,0
train,073,7,7,-0.0498349666595459,1,60808,172,25987,10,441,0,34192,154,286,0,22,0,133,0
train,073,8,8,-0.04982495307922363,1,62446,163,25723,12,543,0,35958,146,378,0,15,0,150,0
train,073,9,9,-0.04982304573059082,1,60505,135,25348,10,583,0,34374,122,431,0,20,0,132,0
train,073,10,10,-0.049820899963378906,1,60532,163,24845,15,724,0,34771,145,552,0,22,0,150,0
train,073,11,11,-0.04983091354370117,1,62092,161,24826,10,683,0,36321,144,521,0,23,0,139,0
train,073,12,12,-0.04983711242675781,1,60241,133,24967,14,574,0,34485,118,411,0,17,0,146,0
train,073,13,13,-0.04983997344970703,1,60254,141,25441,10,337,1,34208,128,177,0,26,0,134,1
train,073,14,14,-0.049844980239868164,1,61947,183,25610,12,377,2,35689,166,182,0,29,0,166,2
train,073,15,15,-0.04984712600708008,1,62838,134,26434,14,496,1,35643,116,280,0,29,0,187,1
train,073,16,16,-0.049857139587402344,1,64523,202,26470,11,576,1,37208,182,347,0,32,0,197,1
train,073,17,17,-0.0498499870300293,1,62696,157,26334,17,622,1,35503,130,394,0,25,0,203,1
train,073,18,18,-0.049859046936035156,1,62520,164,26308,18,764,1,35213,137,519,0,41,1,204,0
train,073,19,19,-0.04986381530761719,1,64159,168,26465,13,750,1,36760,150,509,0,19,0,222,1
train,073,20,20,-0.049858808517456055,1,62009,120,26793,16,667,1,34403,102,424,0,22,0,221,1
train,073,21,21,-0.049855947494506836,1,61900,117,27273,20,473,0,33976,93,213,0,15,0,245,0
train,073,22,22,-0.0498499870300293,1,63353,104,27535,13,439,0,35237,89,165,0,22,0,252,0
train,073,23,23,-0.04984903335571289,1,60876,88,27422,18,524,1,32787,64,229,0,32,0,263,1
train,073,24,24,-0.04985213279724121,1,60682,84,27208,17,664,0,32612,66,295,0,34,0,335,0
train,073,25,25,-0.04984593391418457,1,62212,129,27040,17,628,2,34362,110,244,0,41,0,343,2
train,073,26,26,-0.04984903335571289,1,60375,101,26777,15,742,0,32710,86,257,0,70,0,415,0
train,073,27,27,-0.0498509407043457,1,60589,103,26660,17,868,1,32894,84,388,0,42,0,438,1
train,073,28,28,-0.04984903335571289,1,62635,128,26888,14,836,1,34722,113,297,0,80,0,459,1
train,073,29,29,-0.04985213279724121,1,61102,142,27299,19,714,0,32951,123,206,0,67,0,441,0
train,073,30,30,-0.0498509407043457,1,61497,140,27483,11,654,1,33252,128,166,0,49,0,439,1
train,073,31,31,-0.04985404014587402,1,63236,169,27558,8,761,0,34834,159,226,0,79,0,456,0
train,073,32,32,-0.04985404014587402,1,61394,152,27533,10,749,0,33035,142,273,0,43,0,433,0
train,073,33,33,-0.04985690116882324,1,61502,172,27340,9,779,3,33321,160,291,0,44,0,444,3
train,073,34,34,-0.0498659610748291,1,63065,203,27483,8,842,1,34686,194,307,0,89,0,446,1
train,073,35,35,-0.049865007400512695,1,61014,146,27709,12,855,0,32391,134,347,0,92,0,416,0
train,073,36,36,-0.049868106842041016,1,61288,157,27761,8,1021,1,32438,145,506,0,73,1,442,0
train,073,37,37,-0.04986286163330078,1,62851,187,27918,10,958,0,33911,176,425,0,52,0,481,0
train,073,38,38,-0.04983782768249512,1,60940,148,28099,6,855,0,31925,141,248,0,53,0,554,0
train,073,39,39,-0.049836158752441406,1,60930,131,28187,14,861,0,31826,116,217,0,65,0,579,0
train,073,40,40,-0.049818992614746094,1,62353,155,28302,13,1002,1,33007,140,250,0,80,0,672,1
train,073,41,41,-0.04982185363769531,1,60292,135,28534,18,1142,0,30564,116,316,0,101,0,725,0
train,073,42,42,-0.04983186721801758,1,60329,135,28791,17,1155,5,30343,113,237,0,125,1,793,4
train,073,43,43,-0.04982399940490723,1,61719,179,29051,16,1288,2,31340,161,272,0,94,0,922,2
train,073,44,44,-0.04982185363769531,1,60001,153,29448,14,1564,2,28942,136,398,0,134,0,1032,2
train,073,45,45,-0.04981803894042969,1,59921,149,29798,9,1615,0,28455,139,377,0,152,0,1086,0
train,073,46,46,-0.0498199462890625,1,61620,152,30333,9,1455,1,29762,142,232,0,133,0,1090,1
train,073,47,47,-0.04982185363769531,1,62651,131,31509,11,1691,3,29394,117,242,0,223,0,1226,3
train,073,48,48,-0.049818992614746094,1,64355,140,31753,13,1792,0,30739,127,264,0,191,0,1337,0
train,073,49,49,-0.04982614517211914,1,62458,99,31946,6,2005,0,28444,90,303,0,214,0,1488,0
train,073,50,50,-0.049833059310913086,1,62715,110,32399,12,2206,0,28065,98,321,0,303,0,1582,0
train,073,51,51,-0.04983019828796387,1,64650,141,32955,10,2524,2,29111,129,463,0,302,1,1759,1
train,073,52,52,-0.04983210563659668,1,62909,84,33240,9,2754,3,26842,71,425,0,400,3,1929,0
train,073,53,53,-0.04982709884643555,1,62780,88,33346,17,2911,1,26434,67,237,0,495,0,2179,1
train,073,54,54,-0.04982614517211914,1,64549,115,33259,11,3302,0,27904,103,209,0,585,0,2508,0
train,073,55,55,-0.04982709884643555,1,62635,76,33076,9,3852,1,25630,64,258,0,675,0,2919,1
train,073,56,56,-0.04982495307922363,1,62684,71,33351,9,4400,0,24859,60,192,0,820,0,3388,0
train,073,57,57,-0.04983687400817871,1,64358,85,33480,16,5100,1,25720,67,195,0,939,0,3966,1
train,073,58,58,-0.0498349666595459,1,61933,53,33189,8,5960,2,22730,43,289,0,1120,0,4551,2
train,073,59,59,-0.04983186721801758,1,64262,86,32478,6,6877,3,24865,74,222,0,1466,0,5189,3
train,073,60,60,-0.04983115196228027,1,62297,88,33290,9,6554,3,22421,75,24,0,820,0,5710,3
train,073,61,61,-0.0498349666595459,1,64177,71,33989,6,6083,0,24069,65,10,0,0,0,6073,0
train,073,62,62,-0.0498349666595459,1,62041,67,34488,1,6507,0,20995,65,14,0,0,0,6493,0
train,073,63,63,-0.04982805252075195,1,64159,80,34452,10,7115,0,22554,69,7,0,0,0,7108,0
train,073,64,64,-0.04982781410217285,1,61853,64,33274,6,8220,0,20322,58,9,0,0,0,8211,0
train,073,65,65,-0.04982304573059082,1,63866,68,34072,5,6668,0,23093,63,7,0,0,0,6661,0
train,073,66,66,-0.04983115196228027,1,60816,67,34566,4,4829,0,21377,62,5,0,0,0,4824,0
train,073,67,67,-0.04983782768249512,1,62509,79,35229,4,2514,0,24728,75,10,0,0,0,2504,0
train,073,68,68,-0.04983019828796387,1,58574,75,34602,5,644,0,23290,70,12,0,0,0,632,0
train,073,69,69,-0.049843788146972656,1,59878,76,32656,7,592,2,26588,67,14,0,0,0,578,2
train,073,70,70,-0.049858808517456055,1,57100,74,30793,3,608,0,25664,70,25,0,0,0,583,0
train,073,71,71,-0.04985499382019043,1,59266,98,29068,6,636,0,29527,90,23,0,0,0,613,0
train,073,72,72,-0.0498509407043457,1,58079,79,27624,8,628,0,29778,70,26,0,0,0,602,0
train,073,73,73,-0.04985499382019043,1,60326,116,25019,13,677,0,34579,103,23,0,0,0,654,0
train,073,74,74,-0.04985785484313965,1,57144,128,21359,5,800,0,34929,123,34,0,0,0,766,0
train,073,75,75,-0.04987287521362305,1,57863,128,18397,4,1001,0,38419,124,46,0,0,0,955,0
train,073,76,76,-0.04986691474914551,1,55168,104,16320,7,1187,0,37557,97,50,0,0,0,1137,0
train,073,77,77,-0.04986691474914551,1,57027,153,16012,10,1349,0,39531,143,52,0,0,0,1297,0
train,073,78,78,-0.04986000061035156,1,55448,121,16468,8,1671,2,37236,111,75,0,0,0,1596,2
train,073,79,79,-0.04986286163330078,1,57645,145,16882,7,2132,6,38572,131,86,0,0,0,2046,6
train,077,0,0,-0.04986000061035156,1,60567,103,26484,6,4993,0,29055,97,0,0,0,0,4993,0
train,077,1,1,-0.04985404014587402,1,60572,109,26491,5,4996,0,29050,104,0,0,0,0,4996,0
train,077,2,2,-0.04985785484313965,1,59001,104,26560,10,4975,0,27427,94,1,0,0,0,4974,0
train,077,3,3,-0.04985618591308594,1,58678,95,26614,10,4953,0,27076,85,0,0,0,0,4953,0
train,077,4,4,-0.04985809326171875,1,60587,111,26631,6,4967,0,28959,105,0,0,0,0,4967,0
train,077,5,5,-0.04986405372619629,1,58703,89,26653,8,4990,0,27028,81,0,0,0,0,4990,0
train,077,6,6,-0.04985404014587402,1,60588,99,26702,8,4980,0,28873,91,0,0,0,0,4980,0
train,077,7,7,-0.04985785484313965,1,59079,89,26755,6,4971,0,27327,83,1,0,0,0,4970,0
train,077,8,8,-0.04985809326171875,1,58607,77,26771,9,4967,0,26836,68,1,0,0,0,4966,0
train,077,9,9,-0.04986095428466797,1,60483,101,26750,4,4971,0,28717,97,0,0,0,0,4971,0
train,077,10,10,-0.04986715316772461,1,58923,91,26693,6,4974,0,27223,85,1,0,0,0,4973,0
train,077,11,11,-0.04986000061035156,1,58445,92,26661,6,4898,0,26854,86,10,0,0,0,4888,0
train,077,12,12,-0.04984903335571289,1,60340,120,26614,8,4877,0,28822,112,14,0,0,0,4863,0
train,077,13,13,-0.04985404014587402,1,58758,106,26609,7,4825,1,27296,98,18,1,0,0,4807,0
train,077,14,14,-0.04985499382019043,1,58398,95,26697,5,4789,0,26888,90,20,0,0,0,4769,0
train,077,15,15,-0.04987001419067383,1,60241,103,26733,7,4734,0,28749,96,22,0,0,0,4712,0
train,077,16,16,-0.04986310005187988,1,58705,97,26744,3,4716,0,27222,94,27,0,0,0,4689,0
train,077,17,17,-0.049868106842041016,1,58386,88,26760,5,4702,0,26900,83,31,0,0,0,4671,0
train,077,18,18,-0.04987192153930664,1,60223,108,26767,2,4599,0,28833,106,34,0,0,0,4565,0
train,077,19,19,-0.0498659610748291,1,58688,101,26855,5,4519,0,27292,96,29,0,0,0,4490,0
train,077,20,20,-0.04986310005187988,1,58299,91,26877,6,4460,0,26942,85,31,0,0,0,4429,0
train,077,21,21,-0.049844980239868164,1,60118,98,26863,4,4364,0,28865,93,30,0,0,0,4334,0
train,077,22,22,-0.04984092712402344,1,58656,100,27018,5,4220,0,27399,95,23,0,0,0,4197,0
train,077,23,23,-0.04983782768249512,1,58176,103,27114,10,4048,0,26987,92,29,0,0,0,4019,0
train,077,24,24,-0.04982900619506836,1,59953,135,27116,10,3952,0,28855,125,29,0,0,0,3923,0
train,077,25,25,-0.04982805252075195,1,58424,97,27258,10,3774,0,27362,87,31,0,0,0,3743,0
train,077,26,26,-0.0498199462890625,1,57969,107,27314,10,3625,0,27015,97,27,0,0,0,3598,0
train,077,27,27,-0.04982805252075195,1,59686,122,27546,11,3356,0,28756,110,30,0,0,0,3326,0
train,077,28,28,-0.049844980239868164,1,57756,95,27764,8,3042,0,26927,87,27,0,0,0,3015,0
train,077,29,29,-0.049836158752441406,1,59536,123,28220,8,2558,0,28735,115,25,0,0,0,2533,0
train,077,30,30,-0.049844980239868164,1,57785,93,28653,8,2052,0,27055,85,25,0,0,0,2027,0
train,077,31,31,-0.04983997344970703,1,59448,123,28989,8,1595,0,28837,115,33,0,0,0,1562,0
train,077,32,32,-0.049835920333862305,1,57466,100,28901,4,1294,0,27247,96,27,0,0,0,1267,0
train,077,33,33,-0.04984712600708008,1,58947,125,28681,5,1175,0,29070,119,32,0,0,0,1143,0
train,077,34,34,-0.04982900619506836,1,57162,117,28535,5,1157,0,27449,112,36,0,0,0,1121,0
train,077,35,35,-0.04982900619506836,1,58978,123,28701,3,1125,1,29130,119,25,0,0,0,1100,1
train,077,36,36,-0.04983091354370117,1,57256,94,29175,7,1126,0,26937,87,39,0,0,0,1087,0
train,077,37,37,-0.04983091354370117,1,58091,94,29808,5,1167,0,27095,89,38,0,0,0,1129,0
train,077,38,38,-0.049842119216918945,1,59335,111,28769,4,1144,0,29397,107,28,0,0,0,1116,0
train,077,39,39,-0.049835920333862305,1,57160,104,27712,8,1146,0,28271,90,36,0,0,0,1110,0
train,077,40,40,-0.04984617233276367,1,58673,121,27156,3,1104,0,30383,117,39,0,0,0,1065,0
train,077,41,41,-0.049835205078125,1,57108,98,27189,7,1119,0,28769,90,43,0,0,0,1076,0
train,077,42,42,-0.04982590675354004,1,58790,137,27262,7,1131,0,30364,126,34,0,0,0,1097,0
train,077,43,43,-0.04982590675354004,1,57021,86,26970,3,1107,0,28911,82,45,0,0,0,1062,0
train,077,44,44,-0.049822092056274414,1,58499,124,26217,3,1125,0,31124,118,39,0,0,0,1086,0
train,077,45,45,-0.0498199462890625,1,56329,114,25019,1,1121,1,30164,111,39,0,0,0,1082,1
train,077,46,46,-0.0498199462890625,1,57447,114,23691,4,1162,0,32569,108,43,0,0,0,1119,0
train,077,47,47,-0.04982495307922363,1,55853,83,23750,2,1193,0,30886,80,47,0,0,0,1146,0
train,077,48,48,-0.049829959869384766,1,57943,126,24814,4,1117,0,31987,122,51,0,0,0,1066,0
train,077,49,49,-0.049820899963378906,1,56670,93,25366,2,1239,0,30043,91,53,0,0,0,1186,0
train,077,50,50,-0.049832820892333984,1,58487,117,25377,1,1213,0,31876,115,56,0,0,0,1157,0
train,077,51,51,-0.049835920333862305,1,56752,94,24923,3,1283,0,30520,86,56,0,0,0,1227,0
train,077,52,52,-0.04982614517211914,1,58180,101,24452,3,1335,0,32355,96,63,0,0,0,1272,0
train,077,53,53,-0.04982805252075195,1,56517,95,24304,1,1339,0,30843,93,65,0,0,0,1274,0
train,077,54,54,-0.04981803894042969,1,58388,92,24103,2,1451,0,32804,89,70,0,0,0,1381,0
train,077,55,55,-0.04981708526611328,1,57009,75,24233,2,1443,0,31307,73,78,0,0,0,1365,0
train,077,56,56,-0.04983091354370117,1,56777,98,24083,3,1527,0,31139,93,77,0,0,0,1450,0
train,077,57,57,-0.04983019828796387,1,58148,100,23583,0,1567,0,32982,100,83,0,0,0,1484,0
train,077,58,58,-0.049848079681396484,1,56139,92,22888,1,1646,0,31583,91,92,0,0,0,1554,0
train,077,59,59,-0.04985690116882324,1,57796,109,22827,4,1764,0,33179,105,93,0,0,0,1671,0
train,077,60,60,-0.04985499382019043,1,56346,83,23478,4,1845,0,31006,79,100,0,0,0,1745,0
train,077,61,61,-0.04986000061035156,1,58377,103,24018,0,2034,1,32296,101,108,0,0,0,1926,1
train,077,62,62,-0.04985404014587402,1,56743,104,24097,0,2249,0,30376,104,119,0,0,0,2130,0
train,077,63,63,-0.04985690116882324,1,58535,99,23770,2,2489,0,32251,97,125,0,0,0,2364,0
train,077,64,64,-0.04985618591308594,1,56744,74,23422,1,2719,0,30563,73,140,0,0,0,2579,0
train,077,65,65,-0.0498509407043457,1,58454,108,23075,4,2901,0,32453,103,150,0,0,0,2751,0
train,077,66,66,-0.04985308647155762,1,56543,86,22858,3,3119,0,30521,83,160,0,0,0,2959,0
train,077,67,67,-0.04985213279724121,1,58375,102,22459,4,3520,0,32347,98,174,0,0,0,3346,0
train,077,68,68,-0.04986095428466797,1,56471,82,22016,2,3871,0,30533,80,188,0,0,0,3683,0
train,077,69,69,-0.04985404014587402,1,58421,98,20783,5,5625,0,31940,93,228,0,0,0,5397,0
train,077,70,70,-0.04985308647155762,1,60322,110,20359,4,6001,0,33895,106,251,0,0,0,5750,0
train,077,71,71,-0.04986882209777832,1,58226,90,20496,4,5050,0,32622,85,305,0,0,0,4745,0
train,077,72,72,-0.04985690116882324,1,59613,108,20790,6,4005,0,34777,100,350,0,0,0,3655,0
train,077,73,73,-0.04985690116882324,1,58113,79,21765,2,3353,0,32978,77,421,0,0,0,2932,0
train,077,74,74,-0.04985499382019043,1,60484,110,23559,0,3063,0,33842,110,511,0,0,0,2552,0
train,077,75,75,-0.04984903335571289,1,59798,83,26111,4,2845,0,30821,78,597,0,0,0,2248,0
train,077,76,76,-0.04986381530761719,1,62276,84,29256,0,1840,0,31164,84,699,0,0,0,1141,0
train,077,77,77,-0.04986000061035156,1,60176,58,30697,0,811,0,28647,57,805,0,0,0,6,0
train,077,78,78,-0.049851179122924805,1,61843,76,29535,1,794,0,31494,75,789,0,0,0,5,0
train,077,79,79,-0.049848079681396484,1,59405,104,28716,4,796,0,29873,100,791,0,0,0,5,0
train,078,0,0,-0.049835920333862305,1,53113,66,17421,12,3308,3,32362,51,810,0,172,0,2326,3
train,078,1,1,-0.04984593391418457,1,52673,59,17383,14,3322,2,31946,43,797,0,162,0,2363,2
train,078,2,2,-0.04982495307922363,1,54509,74,17297,10,3255,3,33933,61,783,0,160,0,2312,3
train,078,3,3,-0.049816131591796875,1,53043,75,17189,20,3247,4,32587,51,776,0,167,0,2304,4
train,078,4,4,-0.0498199462890625,1,52623,78,17102,11,3221,5,32273,62,768,0,170,1,2283,4
train,078,5,5,-0.049816131591796875,1,54564,83,17065,20,3192,2,34279,61,779,0,162,0,2251,2
train,078,6,6,-0.04982304573059082,1,53117,67,17014,15,3179,1,32900,51,791,0,168,1,2220,0
